SCHID,LAT,LONG,GEOCODE_STATUS
04580505,-999.0,-999.0,FAILED
04630205,42.2745336,-71.0924707,GEOCODED
04640305,42.5086701,-70.8531343,GEOCODED
04660550,-999.0,-999.0,FAILED
04680505,-999.0,-999.0,FAILED
04690505,42.3521128,-71.1209974,GEOCODED
04700105,42.4343187,-71.0440192,GEOCODED
04740505,-999.0,-999.0,FAILED
04780505,-999.0,-999.0,FAILED
04790505,-999.0,-999.0,FAILED
04810550,42.2505157,-71.1263896,GEOCODED
04820050,-999.0,-999.0,FAILED
04830305,-999.0,-999.0,FAILED
04840505,42.3267005,-71.0700558,GEOCODED
04850485,42.5165597,-70.8864874,GEOCODED
04860105,-999.0,-999.0,FAILED
04870550,42.3676572,-71.100675,GEOCODED
04880550,-999.0,-999.0,FAILED
04890505,-999.0,-999.0,FAILED
04910550,-999.0,-999.0,FAILED
04920005,-999.0,-999.0,FAILED
04930505,42.3912241,-71.0369301,GEOCODED
04940205,42.4081246,-71.0512667,GEOCODED
04960305,-999.0,-999.0,FAILED
04970205,-999.0,-999.0,FAILED
04980405,-999.0,-999.0,FAILED
04990305,-999.0,-999.0,FAILED
06000001,-999.0,-999.0,FAILED
06000005,-999.0,-999.0,FAILED
06000010,-999.0,-999.0,FAILED
06000015,-999.0,-999.0,FAILED
06000020,-999.0,-999.0,FAILED
06000025,-999.0,-999.0,FAILED
06000030,-999.0,-999.0,FAILED
06000405,-999.0,-999.0,FAILED
06000505,-999.0,-999.0,FAILED
06030020,-999.0,-999.0,FAILED
06030315,-999.0,-999.0,FAILED
06030505,-999.0,-999.0,FAILED
06050405,-999.0,-999.0,FAILED
06050505,-999.0,-999.0,FAILED
06100005,-999.0,-999.0,FAILED
06100010,-999.0,-999.0,FAILED
06100025,-999.0,-999.0,FAILED
06100305,-999.0,-999.0,FAILED
06100505,-999.0,-999.0,FAILED
06150020,-999.0,-999.0,FAILED
06150050,-999.0,-999.0,FAILED
06150305,-999.0,-999.0,FAILED
06150505,-999.0,-999.0,FAILED
06160001,-999.0,-999.0,FAILED
06160002,-999.0,-999.0,FAILED
06160305,-999.0,-999.0,FAILED
06160505,-999.0,-999.0,FAILED
06180001,-999.0,-999.0,FAILED
06180035,-999.0,-999.0,FAILED
06180310,-999.0,-999.0,FAILED
06180505,-999.0,-999.0,FAILED
06200005,-999.0,-999.0,FAILED
06200010,-999.0,-999.0,FAILED
06200505,-999.0,-999.0,FAILED
06220008,-999.0,-999.0,FAILED
06220010,-999.0,-999.0,FAILED
06220015,-999.0,-999.0,FAILED
06220405,-999.0,-999.0,FAILED
06220505,-999.0,-999.0,FAILED
06250002,-999.0,-999.0,FAILED
06250020,-999.0,-999.0,FAILED
06250050,-999.0,-999.0,FAILED
06250300,-999.0,-999.0,FAILED
06250315,-999.0,-999.0,FAILED
06250320,-999.0,-999.0,FAILED
06250415,-999.0,-999.0,FAILED
06250505,-999.0,-999.0,FAILED
06320025,-999.0,-999.0,FAILED
06350005,-999.0,-999.0,FAILED
06350025,-999.0,-999.0,FAILED
06350035,-999.0,-999.0,FAILED
06350305,-999.0,-999.0,FAILED
06350505,-999.0,-999.0,FAILED
06400505,42.4485681,-71.3475334,GEOCODED
06450005,-999.0,-999.0,FAILED
06450015,-999.0,-999.0,FAILED
06450025,-999.0,-999.0,FAILED
06450050,-999.0,-999.0,FAILED
06450305,-999.0,-999.0,FAILED
06450505,-999.0,-999.0,FAILED
06500005,-999.0,-999.0,FAILED
06500010,-999.0,-999.0,FAILED
06500305,-999.0,-999.0,FAILED
06500310,-999.0,-999.0,FAILED
06500505,-999.0,-999.0,FAILED
06550405,42.2191366,-71.3230736,GEOCODED
06550505,42.2182073,-71.324959,GEOCODED
06580005,-999.0,-999.0,FAILED
06580010,-999.0,-999.0,FAILED
06580020,-999.0,-999.0,FAILED
06580030,-999.0,-999.0,FAILED
06580305,-999.0,-999.0,FAILED
06580310,-999.0,-999.0,FAILED
06580505,-999.0,-999.0,FAILED
06600305,-999.0,-999.0,FAILED
06600505,-999.0,-999.0,FAILED
06620020,-999.0,-999.0,FAILED
06650001,-999.0,-999.0,FAILED
06650002,-999.0,-999.0,FAILED
06650015,-999.0,-999.0,FAILED
06650305,-999.0,-999.0,FAILED
06650505,-999.0,-999.0,FAILED
06700505,-999.0,-999.0,FAILED
06720059,-999.0,-999.0,FAILED
06720143,-999.0,-999.0,FAILED
06720505,-999.0,-999.0,FAILED
06730001,-999.0,-999.0,FAILED
06730005,-999.0,-999.0,FAILED
06730010,-999.0,-999.0,FAILED
06730305,-999.0,-999.0,FAILED
06730505,-999.0,-999.0,FAILED
06740005,-999.0,-999.0,FAILED
06740015,-999.0,-999.0,FAILED
06740050,-999.0,-999.0,FAILED
06740310,-999.0,-999.0,FAILED
06740505,-999.0,-999.0,FAILED
06750007,-999.0,-999.0,FAILED
06750010,-999.0,-999.0,FAILED
06750015,-999.0,-999.0,FAILED
06750310,-999.0,-999.0,FAILED
06750505,-999.0,-999.0,FAILED
06800005,-999.0,-999.0,FAILED
06800025,-999.0,-999.0,FAILED
06800030,-999.0,-999.0,FAILED
06800050,-999.0,-999.0,FAILED
06800310,-999.0,-999.0,FAILED
06800505,-999.0,-999.0,FAILED
06830505,-999.0,-999.0,FAILED
06850005,-999.0,-999.0,FAILED
06900505,-999.0,-999.0,FAILED
06900510,-999.0,-999.0,FAILED
06950505,-999.0,-999.0,FAILED
06980010,-999.0,-999.0,FAILED
06980020,-999.0,-999.0,FAILED
06980030,-999.0,-999.0,FAILED
06980510,-999.0,-999.0,FAILED
07000505,-999.0,-999.0,FAILED
07050405,-999.0,-999.0,FAILED
07050505,-999.0,-999.0,FAILED
07100001,-999.0,-999.0,FAILED
07100015,-999.0,-999.0,FAILED
07100179,-999.0,-999.0,FAILED
07100510,-999.0,-999.0,FAILED
07120001,-999.0,-999.0,FAILED
07120002,-999.0,-999.0,FAILED
07120315,-999.0,-999.0,FAILED
07120515,-999.0,-999.0,FAILED
07150005,-999.0,-999.0,FAILED
07150010,-999.0,-999.0,FAILED
07150505,-999.0,-999.0,FAILED
07170005,-999.0,-999.0,FAILED
07170010,-999.0,-999.0,FAILED
07170020,-999.0,-999.0,FAILED
07170505,-999.0,-999.0,FAILED
07200020,-999.0,-999.0,FAILED
07200305,-999.0,-999.0,FAILED
07200505,-999.0,-999.0,FAILED
07250010,-999.0,-999.0,FAILED
07250020,-999.0,-999.0,FAILED
07250025,-999.0,-999.0,FAILED
07250305,-999.0,-999.0,FAILED
07250310,-999.0,-999.0,FAILED
07250505,-999.0,-999.0,FAILED
07280015,-999.0,-999.0,FAILED
07300505,-999.0,-999.0,FAILED
07350002,-999.0,-999.0,FAILED
07350005,-999.0,-999.0,FAILED
07350030,-999.0,-999.0,FAILED
07350035,-999.0,-999.0,FAILED
07350310,-999.0,-999.0,FAILED
07350505,-999.0,-999.0,FAILED
07400405,-999.0,-999.0,FAILED
07400505,-999.0,-999.0,FAILED
07450005,-999.0,-999.0,FAILED
07450010,-999.0,-999.0,FAILED
07450015,-999.0,-999.0,FAILED
07450020,-999.0,-999.0,FAILED
07450405,-999.0,-999.0,FAILED
07450505,-999.0,-999.0,FAILED
07500006,-999.0,-999.0,FAILED
07500008,-999.0,-999.0,FAILED
07500505,-999.0,-999.0,FAILED
07530005,-999.0,-999.0,FAILED
07530010,-999.0,-999.0,FAILED
07530020,-999.0,-999.0,FAILED
07530025,-999.0,-999.0,FAILED
07530030,-999.0,-999.0,FAILED
07530405,-999.0,-999.0,FAILED
07530505,-999.0,-999.0,FAILED
07550505,-999.0,-999.0,FAILED
07600001,-999.0,-999.0,FAILED
07600405,-999.0,-999.0,FAILED
07600505,-999.0,-999.0,FAILED
07630505,-999.0,-999.0,FAILED
07650018,-999.0,-999.0,FAILED
07650030,-999.0,-999.0,FAILED
07650035,-999.0,-999.0,FAILED
07650505,-999.0,-999.0,FAILED
07660010,-999.0,-999.0,FAILED
07660315,-999.0,-999.0,FAILED
07660505,-999.0,-999.0,FAILED
07670008,-999.0,-999.0,FAILED
07670040,-999.0,-999.0,FAILED
07670415,-999.0,-999.0,FAILED
07670505,-999.0,-999.0,FAILED
07700405,-999.0,-999.0,FAILED
07700505,-999.0,-999.0,FAILED
07700605,-999.0,-999.0,FAILED
07730015,-999.0,-999.0,FAILED
07730020,-999.0,-999.0,FAILED
07730025,-999.0,-999.0,FAILED
07730405,-999.0,-999.0,FAILED
07730505,-999.0,-999.0,FAILED
07740010,-999.0,-999.0,FAILED
07740020,-999.0,-999.0,FAILED
07750001,-999.0,-999.0,FAILED
07750005,-999.0,-999.0,FAILED
07750018,-999.0,-999.0,FAILED
07750020,-999.0,-999.0,FAILED
07750027,-999.0,-999.0,FAILED
07750032,-999.0,-999.0,FAILED
07750040,-999.0,-999.0,FAILED
07750045,-999.0,-999.0,FAILED
07750060,-999.0,-999.0,FAILED
07750305,-999.0,-999.0,FAILED
07750310,-999.0,-999.0,FAILED
07750315,-999.0,-999.0,FAILED
07750505,-999.0,-999.0,FAILED
07780001,-999.0,-999.0,FAILED
07780005,-999.0,-999.0,FAILED
07780010,-999.0,-999.0,FAILED
07780305,-999.0,-999.0,FAILED
07780505,-999.0,-999.0,FAILED
07800001,-999.0,-999.0,FAILED
07800010,-999.0,-999.0,FAILED
07800030,-999.0,-999.0,FAILED
07800035,-999.0,-999.0,FAILED
07800310,-999.0,-999.0,FAILED
07800315,-999.0,-999.0,FAILED
07800505,-999.0,-999.0,FAILED
08010605,-999.0,-999.0,FAILED
08050605,-999.0,-999.0,FAILED
08060605,-999.0,-999.0,FAILED
08100605,-999.0,-999.0,FAILED
08150605,-999.0,-999.0,FAILED
08170505,-999.0,-999.0,FAILED
08180605,-999.0,-999.0,FAILED
08210605,-999.0,-999.0,FAILED
08230605,-999.0,-999.0,FAILED
08250605,-999.0,-999.0,FAILED
08280605,-999.0,-999.0,FAILED
08290605,-999.0,-999.0,FAILED
08300605,42.4458658,-71.2713659,GEOCODED
08320605,-999.0,-999.0,FAILED
08510605,-999.0,-999.0,FAILED
08520605,-999.0,-999.0,FAILED
08530605,42.4954362,-71.0428344,GEOCODED
08550605,-999.0,-999.0,FAILED
08600605,-999.0,-999.0,FAILED
08710605,42.5496812,-71.2202661,GEOCODED
08720605,-999.0,-999.0,FAILED
08730605,-999.0,-999.0,FAILED
08760605,-999.0,-999.0,FAILED
08780605,-999.0,-999.0,FAILED
08790605,-999.0,-999.0,FAILED
08850605,-999.0,-999.0,FAILED
09100705,-999.0,-999.0,FAILED
09150705,-999.0,-999.0,FAILED
35020405,-999.0,-999.0,FAILED
35030205,-999.0,-999.0,FAILED
35050405,42.2997592,-71.0703224,GEOCODED
35060505,42.4650484,-71.0184409,GEOCODED
35080505,-999.0,-999.0,FAILED
35090305,-999.0,-999.0,FAILED
35100205,-999.0,-999.0,FAILED
35130305,-999.0,-999.0,FAILED
35140305,-999.0,-999.0,FAILED
35150205,-999.0,-999.0,FAILED
35170505,-999.0,-999.0,FAILED
35180505,-999.0,-999.0,FAILED
35190205,-999.0,-999.0,FAILED
39010900,-999.0,-999.0,FAILED
39020900,-999.0,-999.0,FAILED
